m,n,minGiftSolvercmax,openGiftSolvercmax,meanGiftSolvercmax,closedGiftSolvercmax,maxGiftSolvercmax,minDistributedGiftSolvercmax,openDistributedGiftSolvercmax,meanDistributedGiftSolvercmax,closedDistributedGiftSolvercmax,maxDistributedGiftSolvercmax,minSwapSolvercmax,openSwapSolvercmax,meanSwapSolvercmax,closedSwapSolvercmax,maxSwapSolvercmax,minDistributedSwapSolvercmax,openDistributedSwapSolvercmax,meanDistributedSwapSolvercmax,closedDistributedSwapSolvercmax,maxDistributedSwapSolvercmax,minLpSolvercmax,openLpSolvercmax,meanLpSolvercmax,closedLpSolvercmax,maxLpSolvercmax,minGiftSolverTime,openGiftSolverTime,meanGiftSolverTime,closedGiftSolverTime,maxGiftSolverTime,minDistributedGiftSolverTime,openDistributedGiftSolverTime,meanDistributedGiftSolverTime,closedDistributedGiftSolverTime,maxDistributedGiftSolverTime,minSwapSolverTime,openSwapSolverTime,meanSwapSolverTime,closedSwapSolverTime,maxSwapSolverTime,minDistributedSwapSolverTime,openDistributedSwapSolverTime,meanDistributedSwapSolverTime,closedDistributedSwapSolverTime,maxDistributedSwapSolverTime,minLpSolverTime,openLpSolverTime,meanLpSolverTime,closedLpSolverTime,maxLpSolverTime,minLpSolverPreTime,openLpSolverPreTime,meanLpSolverPreTime,closedSolverPreTime,maxLpSolverPreTime,minLpSolverPostTime,openLpSolverPostTime,meanLpSolverPostTime,closedLpSolverPostTime,maxLpSolverPostTime,gift4gift,gift4swap,swap4swap,nbPropose4gift,nbCounterPropose4gift,nbAccept4gift,nbReject4gift,nbWithdraw4gift,nbConfirmGift4gift,nbConfirmSwap4Swap,nbInform4gift,nbPropose4swap,nbCounterPropose4swap,nbAccept4swap,nbReject4swap,nbWithdraw4swap,nbConfirmGift4swap,nbConfirmSwap4swap,nbInform4swap
2,10,103.0,163.0,195.0,239.0,287.0,103.0,168.0,195.0,239.0,287.0,103.0,160.0,183.0,198.0,261.0,103.0,160.0,195.0,238.0,287.0,115.0,179.0,201.0,239.0,293.0,518728.0,643560.0,910042.0,1426163.0,7750151.0,1805489.0,4004461.0,2.6711818E7,2.8511754E7,3.4704846E7,1218252.0,2052570.0,2575333.0,3447419.0,7375765.0,1829707.0,2.4961905E7,2.6004029E7,3.4359148E7,6.4204112E7,82847.0,143347.0,158762.0,380944.0,5655639.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,1.3,0.7,2.5,0.0,0.4,2.1,0.0,0.4,0.0,0.0,2.7,0.5,0.7,1.95,0.15,0.4,0.15,0.0
4,20,96.0,109.0,126.0,154.0,174.0,96.0,109.0,126.0,154.0,174.0,82.0,108.0,121.0,142.0,154.0,100.0,109.0,126.0,154.0,174.0,100.0,123.0,144.0,159.0,188.0,385398.0,741428.0,1350283.0,1697035.0,3370680.0,1103119.0,2953102.0,2.2632153E7,2.9022455E7,3.2099754E7,1516144.0,3174139.0,5652134.0,7105192.0,8722041.0,4287947.0,2.4849766E7,2.5350163E7,2.6851579E7,5.7804616E7,74583.0,147826.0,208491.0,254265.0,824080.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.3,4.8,2.1,5.8,0.0,1.65,4.15,0.05,1.6,0.0,0.0,5.7,0.9,1.8,3.9,0.45,1.05,0.3,0.0
6,30,67.0,84.0,96.0,111.0,133.0,67.0,84.0,96.0,108.0,133.0,68.0,82.0,89.0,96.0,121.0,72.0,84.0,94.0,111.0,135.0,81.0,98.0,113.0,123.0,152.0,1414928.0,2677148.0,4285552.0,4671252.0,5.1267234E7,1602783.0,2.3214163E7,2.594919E7,3.048383E7,3.3167435E7,6913640.0,9319770.0,9955078.0,1.2973609E7,1.5702051E7,2335114.0,2.4646166E7,2.5233764E7,2.7107901E7,3.2399121E7,192706.0,405745.0,461030.0,886772.0,2806687.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.8,8.15,2.55,13.0,0.0,5.5,7.45,0.1,5.3,0.0,0.0,11.6,1.55,4.75,6.8,0.25,3.55,0.95,0.0
8,40,58.0,71.0,80.0,85.0,96.0,60.0,74.0,80.0,84.0,96.0,54.0,67.0,71.0,78.0,82.0,58.0,69.0,77.0,84.0,96.0,69.0,85.0,95.0,105.0,120.0,1899426.0,3688669.0,5184765.0,6585873.0,8872725.0,2245931.0,2.2981329E7,2.7458915E7,3.0485557E7,3.385902E7,8295572.0,1.5019591E7,1.9380756E7,2.3641027E7,4.2022962E7,2657866.0,2.3832639E7,2.5496422E7,2.6351208E7,3.3521871E7,223019.0,700118.0,724547.0,752245.0,1112047.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.7,13.85,3.65,16.6,0.0,6.35,10.25,0.2,6.15,0.0,0.0,15.25,1.85,6.2,9.05,0.1,4.95,1.15,0.0
10,50,43.0,61.0,64.0,70.0,82.0,43.0,62.0,64.0,71.0,82.0,43.0,57.0,62.0,66.0,77.0,43.0,62.0,65.0,73.0,82.0,43.0,72.0,76.0,83.0,93.0,2504865.0,5364107.0,7688525.0,8290114.0,1.1300502E7,1460177.0,2.4124945E7,2.8728674E7,3.2398073E7,3.4447322E7,9253947.0,2.4273416E7,2.8561981E7,3.250455E7,6.0863148E7,1536243.0,3858568.0,2.5220867E7,3.4471277E7,8.5344463E7,347576.0,761135.0,1025952.0,1143350.0,1445478.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.2,16.95,4.35,23.65,0.0,8.7,14.95,0.15,8.5,0.0,0.0,22.5,1.5,8.1,14.4,0.15,7.05,0.9,0.0
12,60,42.0,53.0,58.0,62.0,70.0,45.0,53.0,59.0,61.0,84.0,45.0,52.0,54.0,60.0,68.0,41.0,55.0,60.0,61.0,69.0,52.0,61.0,71.0,79.0,90.0,4442465.0,8125016.0,8676678.0,1.014462E7,1.4375767E7,2693992.0,7950189.0,2.9784199E7,3.2167168E7,6.1732928E7,1.8300252E7,3.4567896E7,4.4602146E7,5.841061E7,1.09932792E8,3412948.0,6802042.0,3.0015845E7,3.442619E7,6.9174444E7,563435.0,882607.0,1042852.0,1372043.0,2218592.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.9,23.35,5.05,31.05,0.0,13.7,17.35,0.55,13.15,0.0,0.0,30.7,2.0,12.95,17.75,0.3,11.15,1.5,0.0
14,70,44.0,50.0,52.0,55.0,65.0,44.0,50.0,53.0,55.0,64.0,41.0,46.0,50.0,53.0,61.0,44.0,49.0,53.0,55.0,67.0,50.0,59.0,63.0,69.0,79.0,5936875.0,9456068.0,1.1786692E7,1.3365525E7,1.5229193E7,4707361.0,8935811.0,2.7154897E7,3.2301921E7,6.0093792E7,4.0614405E7,5.6880499E7,7.5196216E7,9.0224894E7,1.08322044E8,4755036.0,8999438.0,3.3797992E7,3.7675039E7,6.3237822E7,778603.0,955090.0,1069198.0,1262948.0,1751863.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.6,27.4,4.8,34.95,0.0,14.1,20.85,0.1,14.0,0.0,0.0,33.7,1.9,14.3,19.4,0.3,12.5,1.5,0.0
16,80,39.0,45.0,47.0,52.0,57.0,41.0,44.0,48.0,51.0,57.0,40.0,42.0,45.0,48.0,51.0,39.0,45.0,48.0,50.0,57.0,45.0,53.0,57.0,63.0,75.0,1.0192505E7,1.3623969E7,1.6708661E7,2.0223538E7,3.0987309E7,6993822.0,1.1385223E7,2.5312281E7,3.6549638E7,4.4734384E7,6.1508253E7,9.241298E7,1.23010503E8,1.51869589E8,1.7441843E8,9885477.0,1.3692203E7,3.446012E7,3.579037E7,5.6180917E7,915311.0,1145142.0,1249663.0,1389569.0,2297153.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.7,38.6,5.1,45.0,0.0,19.3,25.7,0.3,19.0,0.0,0.0,41.25,2.55,18.55,22.7,0.45,16.2,1.9,0.0
18,90,32.0,39.0,43.0,46.0,50.0,31.0,39.0,42.0,46.0,50.0,31.0,38.0,41.0,43.0,46.0,31.0,38.0,41.0,46.0,50.0,37.0,47.0,49.0,58.0,61.0,1.147668E7,1.7594376E7,2.0932407E7,2.4530808E7,3.0924236E7,9848060.0,2.9852916E7,3.6912319E7,4.0585617E7,5.8669233E7,7.2365784E7,1.20358344E8,1.50519892E8,1.82963079E8,2.75567205E8,1.1441446E7,3.3753828E7,3.6088312E7,4.1994832E7,4.9141039E7,1346231.0,1423055.0,1521375.0,1661255.0,1987191.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.2,38.2,5.6,44.45,0.0,18.3,26.15,0.7,17.6,0.0,0.0,43.55,3.0,20.15,23.4,1.0,17.0,2.15,0.0
20,100,30.0,38.0,39.0,41.0,48.0,31.0,37.0,39.0,42.0,48.0,30.0,37.0,39.0,40.0,48.0,30.0,37.0,39.0,42.0,48.0,35.0,43.0,47.0,55.0,58.0,1.8226328E7,2.5615734E7,2.9940392E7,3.6750389E7,5.7820323E7,9271944.0,2.6253621E7,3.9476866E7,4.2263685E7,6.8138053E7,1.05440639E8,1.40658509E8,1.71811455E8,2.1881244E8,2.82805584E8,7903090.0,3.4042541E7,3.9868731E7,4.6579259E7,5.3064237E7,1550443.0,1680127.0,1915832.0,1987275.0,2536019.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.9,35.3,4.6,51.95,0.0,22.2,29.75,0.55,21.65,0.0,0.0,48.65,1.7,20.3,28.35,0.95,18.1,1.25,0.0
22,110,32.0,34.0,36.0,37.0,43.0,31.0,35.0,36.0,40.0,43.0,29.0,32.0,34.0,37.0,40.0,32.0,33.0,36.0,37.0,42.0,38.0,42.0,44.0,47.0,50.0,2.1061237E7,3.1643952E7,3.4202894E7,4.0553711E7,5.34046E7,1.2347935E7,3.8313881E7,4.1310516E7,4.5789056E7,5.9434083E7,1.44141875E8,1.95903278E8,2.32891242E8,2.80138083E8,3.727191E8,2.263292E7,4.0302695E7,4.9896868E7,5.1957961E7,7.3882761E7,1957828.0,2043239.0,2208954.0,2434356.0,5359023.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.8,41.55,5.25,50.8,0.0,21.2,29.6,0.85,20.35,0.0,0.0,53.85,2.2,22.4,31.45,0.8,20.0,1.6,0.0
24,120,30.0,32.0,34.0,36.0,41.0,29.0,32.0,34.0,36.0,41.0,29.0,31.0,32.0,34.0,38.0,29.0,31.0,33.0,35.0,41.0,34.0,40.0,41.0,43.0,45.0,3.7650582E7,4.2124481E7,4.924072E7,5.5117278E7,6.0409457E7,2.066669E7,2.4247489E7,4.6737673E7,5.5234671E7,5.9855888E7,1.69082538E8,2.93963661E8,3.18475561E8,3.72369701E8,5.16936311E8,1.3763346E7,2.8008232E7,5.44264E7,5.7204151E7,7.1767917E7,2300696.0,2435545.0,2493887.0,2592077.0,2848710.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.7,49.5,6.4,60.0,0.0,24.9,35.1,0.3,24.6,0.0,0.0,62.1,2.3,27.6,34.5,0.75,24.8,2.05,0.0
26,130,26.0,31.0,32.0,34.0,37.0,26.0,30.0,33.0,35.0,38.0,25.0,29.0,31.0,33.0,37.0,25.0,30.0,32.0,35.0,38.0,32.0,37.0,39.0,43.0,49.0,4.1515591E7,5.2151252E7,5.5895072E7,6.3759964E7,9.5190621E7,2.4689333E7,4.0356922E7,5.097002E7,6.0358683E7,6.5385147E7,2.51557059E8,3.21932023E8,3.77081539E8,4.16325307E8,4.7216328E8,3.4130884E7,5.5160637E7,5.8809567E7,6.4660367E7,7.7592157E7,2674730.0,2785377.0,2912176.0,3073114.0,3712393.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.6,48.35,5.75,66.9,0.0,27.5,39.4,0.7,26.8,0.0,0.0,70.15,2.7,29.2,40.95,1.15,26.1,1.95,0.0
28,140,27.0,29.0,30.0,32.0,36.0,27.0,29.0,31.0,33.0,36.0,25.0,28.0,30.0,31.0,36.0,26.0,29.0,31.0,32.0,36.0,30.0,34.0,38.0,42.0,50.0,4.4524847E7,6.2668491E7,6.6108289E7,8.0226794E7,1.32483442E8,2.5634116E7,5.254351E7,5.7347068E7,6.9111968E7,7.6821385E7,2.76011283E8,4.42349975E8,4.69657508E8,6.02679314E8,8.29637617E8,3.7413793E7,5.847745E7,6.4293464E7,7.1584367E7,8.7904739E7,3052624.0,3158915.0,3260158.0,3465827.0,4237320.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.6,59.15,6.05,71.4,0.0,29.15,42.25,0.65,28.5,0.0,0.0,72.55,3.1,31.25,41.3,1.0,28.05,2.2,0.0
30,150,24.0,27.0,29.0,31.0,48.0,26.0,27.0,29.0,31.0,48.0,24.0,27.0,28.0,29.0,35.0,25.0,28.0,29.0,31.0,48.0,29.0,31.0,34.0,39.0,51.0,4.9781953E7,6.6940948E7,9.0224033E7,1.09498603E8,1.32788579E8,3.1818391E7,4.3083487E7,6.5307025E7,6.7812662E7,8.2900509E7,3.25671704E8,4.12791593E8,5.03229261E8,7.05165569E8,9.8900133E8,3.2002932E7,4.8007894E7,6.1802354E7,7.114947E7,1.0103258E8,3604243.0,3670985.0,3782920.0,3937138.0,6678976.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53.0,58.9,5.6,74.0,0.0,29.95,44.05,1.25,28.7,0.0,0.0,79.95,2.55,34.3,45.65,0.95,31.2,2.15,0.0
32,160,24.0,24.0,26.0,27.0,34.0,24.0,25.0,26.0,29.0,34.0,22.0,24.0,25.0,27.0,34.0,23.0,25.0,26.0,28.0,34.0,27.0,31.0,33.0,36.0,38.0,7.2148254E7,8.8649751E7,1.04138709E8,1.20099709E8,1.50787404E8,3.9165683E7,5.8742036E7,6.4233236E7,7.6230774E7,8.8092929E7,3.32912235E8,5.01232398E8,5.85840214E8,7.27482958E8,8.82351325E8,4.1030154E7,6.1009967E7,6.9509626E7,7.8040054E7,1.05834929E8,4078539.0,4178167.0,4304925.0,4656269.0,5563446.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53.1,55.45,4.35,80.15,0.0,32.15,48.0,1.55,30.6,0.0,0.0,85.95,2.5,34.45,51.5,1.1,31.1,2.25,0.0
34,170,21.0,24.0,25.0,27.0,33.0,19.0,24.0,24.0,27.0,33.0,21.0,24.0,24.0,26.0,29.0,21.0,24.0,25.0,28.0,30.0,24.0,29.0,31.0,36.0,44.0,8.7634263E7,1.20136184E8,1.35506125E8,1.67509546E8,1.83726809E8,4.2970197E7,6.902988E7,7.6245766E7,8.4321482E7,1.39111205E8,5.40032129E8,6.83989177E8,8.00281206E8,8.79405128E8,1.097375878E9,1.962067E7,5.1129349E7,7.0218841E7,8.1658202E7,9.336526E7,4354726.0,4656042.0,4805301.0,5450881.0,8279688.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65.0,65.0,5.2,91.5,0.0,38.0,53.5,1.75,36.25,0.0,0.0,90.3,2.95,38.6,51.7,1.4,34.9,2.3,0.0
36,180,19.0,23.0,24.0,25.0,28.0,20.0,23.0,24.0,25.0,28.0,19.0,22.0,24.0,25.0,26.0,19.0,23.0,24.0,25.0,28.0,23.0,29.0,30.0,33.0,37.0,9.1778641E7,1.21318354E8,1.47791463E8,1.69285052E8,2.25580802E8,4.7550015E7,7.5557588E7,8.1908543E7,9.4347726E7,1.29872034E8,6.5416827E8,8.02461792E8,9.23950883E8,1.014244248E9,1.423304838E9,3.9687739E7,6.6414172E7,7.8165235E7,9.3569023E7,1.15192676E8,5206115.0,5342373.0,5413324.0,5702773.0,8702080.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63.5,62.6,5.5,95.55,0.0,38.7,56.85,1.15,37.55,0.0,0.0,92.3,1.7,36.55,55.75,1.65,33.6,1.3,0.0
38,190,19.0,23.0,24.0,26.0,29.0,19.0,22.0,25.0,26.0,28.0,19.0,22.0,23.0,26.0,26.0,20.0,22.0,24.0,26.0,28.0,21.0,27.0,31.0,32.0,39.0,1.21273876E8,1.46828295E8,1.71794155E8,2.32424404E8,2.56204372E8,6.09477E7,8.2251809E7,8.8916749E7,9.6385203E7,1.14325321E8,6.82961943E8,7.72566402E8,9.33141164E8,1.264977172E9,1.609664923E9,5.020398E7,7.418279E7,8.1268598E7,8.9203814E7,1.06479863E8,5695604.0,5929155.0,6033113.0,6297488.0,1.3071008E7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63.8,63.8,5.2,94.55,0.0,37.25,57.3,1.25,36.0,0.0,0.0,98.3,2.15,37.1,61.2,1.1,34.55,1.45,0.0
40,200,20.0,21.0,22.0,24.0,26.0,20.0,21.0,22.0,23.0,26.0,20.0,21.0,22.0,23.0,24.0,20.0,21.0,22.0,23.0,26.0,25.0,26.0,28.0,29.0,33.0,1.09267571E8,1.69290449E8,1.84767613E8,2.09131723E8,2.62174405E8,5.3030039E7,6.8255834E7,8.3897415E7,1.06697567E8,1.2555591E8,8.20704118E8,1.012561124E9,1.247710559E9,1.35409364E9,1.467024651E9,5.1470218E7,7.7738138E7,8.8143585E7,1.05138461E8,1.12540608E8,6622132.0,6716944.0,6849543.0,7103684.0,9742159.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,67.3,70.35,4.05,103.2,0.0,39.85,63.35,1.1,38.75,0.0,0.0,102.9,2.05,41.1,61.8,1.0,38.45,1.65,0.0
42,210,19.0,20.0,22.0,22.0,24.0,19.0,21.0,22.0,22.0,24.0,19.0,21.0,22.0,22.0,24.0,19.0,21.0,22.0,22.0,27.0,23.0,26.0,27.0,29.0,35.0,1.75880869E8,2.20423136E8,2.44575332E8,2.6466868E8,3.00262318E8,5.9821719E7,8.3245541E7,9.7526636E7,1.11350415E8,1.30890434E8,9.47694182E8,1.169240273E9,1.322890741E9,1.718288893E9,2.093140275E9,3.8847744E7,8.7823221E7,9.7816033E7,1.08866354E8,1.30066798E8,7198335.0,7358992.0,7450754.0,7914447.0,9474940.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73.1,74.65,5.85,112.0,0.0,42.05,69.95,2.0,40.05,0.0,0.0,110.25,2.4,42.55,67.7,1.25,39.4,1.9,0.0
44,220,18.0,20.0,20.0,22.0,22.0,18.0,20.0,21.0,22.0,23.0,17.0,19.0,20.0,21.0,22.0,18.0,20.0,21.0,22.0,23.0,22.0,24.0,26.0,28.0,30.0,1.79859455E8,2.40186834E8,2.51938919E8,2.81524382E8,3.63518E8,7.7999021E7,9.5935779E7,1.05291422E8,1.15038573E8,1.30775332E8,1.050810592E9,1.353177151E9,1.493711285E9,1.650191202E9,2.403859311E9,7.5224692E7,8.689269E7,9.3682607E7,1.11147798E8,1.59592997E8,7184607.0,8138895.0,8335345.0,8669868.0,9106227.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66.9,69.85,5.65,110.85,0.0,41.4,69.45,2.15,39.25,0.0,0.0,114.85,2.55,41.25,73.6,1.05,38.3,1.9,0.0
46,230,18.0,19.0,21.0,22.0,23.0,19.0,20.0,21.0,22.0,24.0,17.0,19.0,20.0,21.0,21.0,18.0,19.0,21.0,22.0,24.0,22.0,23.0,24.0,26.0,32.0,2.27918152E8,2.58256334E8,2.85134393E8,3.32565819E8,5.09512069E8,6.433531E7,8.8367631E7,1.04568183E8,1.25880153E8,1.60875284E8,1.230798504E9,1.619830174E9,1.877955E9,2.059795206E9,2.663048024E9,5.1029376E7,8.3809689E7,1.15652124E8,1.28014918E8,1.43814001E8,8832873.0,9107228.0,9308525.0,9721544.0,1.1942547E7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74.5,75.6,6.0,121.1,0.0,40.65,80.45,1.5,39.15,0.0,0.0,118.2,1.8,41.8,76.4,1.75,38.55,1.5,0.0
48,240,17.0,18.0,19.0,20.0,22.0,17.0,18.0,20.0,21.0,22.0,17.0,18.0,19.0,20.0,22.0,17.0,18.0,19.0,20.0,22.0,20.0,23.0,24.0,25.0,27.0,2.15723374E8,2.76150621E8,2.97155045E8,3.36684055E8,4.16366608E8,7.235377E7,8.9103078E7,1.12159983E8,1.25233163E8,2.21493442E8,1.403002655E9,1.617145388E9,1.934411756E9,2.172741969E9,2.742090568E9,6.3603748E7,8.9339678E7,1.13587063E8,1.23654216E8,1.68450435E8,8502916.0,9758890.0,9942922.0,1.0243405E7,1.2951573E7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69.5,76.0,5.4,115.1,0.0,40.4,74.7,1.5,38.9,0.0,0.0,129.55,2.05,42.2,87.35,1.2,39.45,1.55,0.0
50,250,16.0,18.0,19.0,19.0,20.0,16.0,18.0,19.0,20.0,20.0,16.0,18.0,19.0,19.0,20.0,17.0,18.0,19.0,20.0,22.0,21.0,22.0,23.0,26.0,29.0,2.81118496E8,3.47764416E8,3.82758549E8,4.187226E8,4.72507387E8,5.6356035E7,9.5286559E7,1.21397605E8,1.36333002E8,2.04159401E8,1.480432466E9,1.947884761E9,2.231578163E9,2.630008041E9,3.555569124E9,7.2956276E7,9.0813988E7,1.29547908E8,1.37435321E8,2.28139528E8,1.0614046E7,1.0769018E7,1.0946045E7,1.1729473E7,1.3722363E7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,81.1,81.9,5.4,125.3,0.0,44.35,80.95,1.2,43.15,0.0,0.0,127.45,2.35,45.6,81.85,2.25,41.65,1.7,0.0
52,260,16.0,17.0,18.0,19.0,21.0,17.0,18.0,18.0,20.0,21.0,16.0,17.0,18.0,19.0,21.0,16.0,18.0,18.0,20.0,21.0,20.0,22.0,23.0,25.0,29.0,3.00864508E8,3.47907908E8,4.08643168E8,4.88390282E8,5.44491315E8,8.1478895E7,1.02849069E8,1.21719148E8,1.39870872E8,2.1743022E8,1.7567224E9,2.11260718E9,2.307299692E9,2.741268904E9,3.809833491E9,7.1929902E7,1.01027119E8,1.37140108E8,1.75074508E8,2.32849168E8,1.0504265E7,1.1725714E7,1.2110141E7,1.3101108E7,2.1519695E7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,76.4,77.9,5.1,122.65,0.0,44.95,77.7,1.35,43.6,0.0,0.0,139.1,1.95,46.05,93.05,2.75,41.9,1.4,0.0
54,270,16.0,17.0,18.0,19.0,20.0,15.0,17.0,18.0,19.0,21.0,15.0,17.0,18.0,18.0,20.0,15.0,17.0,18.0,19.0,20.0,19.0,21.0,23.0,24.0,30.0,3.03817529E8,3.88226073E8,4.31043903E8,5.40323684E8,5.86165661E8,9.2698428E7,1.27267576E8,1.38293712E8,1.76688206E8,2.4759412E8,2.14706954E9,2.445562224E9,2.735178979E9,3.117261545E9,3.916058793E9,8.7515291E7,1.11736903E8,1.37122293E8,1.62708571E8,1.90364672E8,1.0944497E7,1.2649268E7,1.3235961E7,1.3768935E7,1.5750313E7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,83.6,81.9,5.1,135.8,0.0,48.7,87.1,1.25,47.45,0.0,0.0,134.7,2.9,45.0,89.7,1.4,41.25,2.35,0.0
56,280,16.0,17.0,18.0,18.0,19.0,15.0,17.0,17.0,18.0,19.0,15.0,16.0,17.0,18.0,19.0,16.0,17.0,17.0,18.0,20.0,18.0,20.0,23.0,23.0,24.0,3.37507658E8,4.2447449E8,4.91679197E8,5.5449019E8,7.68994097E8,9.307747E7,1.2452934E8,1.36885343E8,1.71744733E8,2.02490707E8,2.052221501E9,2.686676248E9,2.797350918E9,3.273103457E9,3.853281908E9,9.1897481E7,1.16989754E8,1.40457312E8,1.62835168E8,1.95061252E8,1.3334277E7,1.3869094E7,1.4022999E7,1.4100368E7,1.5022069E7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,82.4,80.0,4.9,134.85,0.0,46.65,88.2,1.75,44.9,0.0,0.0,134.0,2.2,45.9,88.1,1.65,42.35,1.9,0.0
