m,n,minGiftSolverflowtime,openGiftSolverflowtime,meanGiftSolverflowtime,closedGiftSolverflowtime,maxGiftSolverflowtime,minDistributedGiftSolverflowtime,openDistributedGiftSolverflowtime,meanDistributedGiftSolverflowtime,closedDistributedGiftSolverflowtime,maxDistributedGiftSolverflowtime,minSwapSolverflowtime,openSwapSolverflowtime,meanSwapSolverflowtime,closedSwapSolverflowtime,maxSwapSolverflowtime,minDistributedSwapSolverflowtime,openDistributedSwapSolverflowtime,meanDistributedSwapSolverflowtime,closedDistributedSwapSolverflowtime,maxDistributedSwapSolverflowtime,minLpSolverflowtime,openLpSolverflowtime,meanLpSolverflowtime,closedLpSolverflowtime,maxLpSolverflowtime,minGiftSolverTime,openGiftSolverTime,meanGiftSolverTime,closedGiftSolverTime,maxGiftSolverTime,minDistributedGiftSolverTime,openDistributedGiftSolverTime,meanDistributedGiftSolverTime,closedDistributedGiftSolverTime,maxDistributedGiftSolverTime,minSwapSolverTime,openSwapSolverTime,meanSwapSolverTime,closedSwapSolverTime,maxSwapSolverTime,minDistributedSwapSolverTime,openDistributedSwapSolverTime,meanDistributedSwapSolverTime,closedDistributedSwapSolverTime,maxDistributedSwapSolverTime,minLpSolverTime,openLpSolverTime,meanLpSolverTime,closedLpSolverTime,maxLpSolverTime,minLpSolverPreTime,openLpSolverPreTime,meanLpSolverPreTime,closedSolverPreTime,maxLpSolverPreTime,minLpSolverPostTime,openLpSolverPostTime,meanLpSolverPostTime,closedLpSolverPostTime,maxLpSolverPostTime,gift4gift,gift4swap,swap4swap,nbPropose4gift,nbCounterPropose4gift,nbAccept4gift,nbReject4gift,nbWithdraw4gift,nbConfirm4gift,nbInform4gift,nbPropose4swap,nbCounterPropose4swap,nbAccept4swap,nbReject4swap,nbWithdraw4swap,nbConfirm4swap,nbInform4swap
66,330,4135.0,4539.0,4696.0,4881.0,5087.0,4135.0,4539.0,4696.0,4881.0,5087.0,4135.0,4539.0,4696.0,4881.0,5087.0,4135.0,4539.0,4696.0,4881.0,5087.0,158552.0,162974.0,165600.0,168652.0,177380.0,1.328388841E9,1.391907865E9,1.424472128E9,1.447940808E9,1.929540962E9,2.29301928E8,3.0995328E8,3.7686794E8,4.47937959E8,7.55816592E8,1.0109794689E10,1.0279065555E10,1.047833673E10,1.064815235E10,1.1436862693E10,2.16330276E8,3.01932621E8,3.64418258E8,4.57722674E8,5.82563629E8,9.7987215E7,9.9983233E7,1.0151374E8,1.03830947E8,1.47071489E8,6367772.0,7154023.0,7469523.0,9264016.0,3.2346284E7,1485734.0,1601364.0,1671148.0,1601364.0,9465259.0,324.4,446.2,226.2,793.1,0.0,572.6,216.75,246.35,325.65,0.0,747.75,0.0,542.8,201.85,216.65,325.35,0.0
68,340,4131.0,4648.0,4812.0,5029.0,5187.0,4131.0,4648.0,4812.0,5029.0,5187.0,4131.0,4648.0,4812.0,5029.0,5187.0,4131.0,4648.0,4812.0,5029.0,5187.0,162385.0,166788.0,169204.0,171177.0,179827.0,1.509354455E9,1.527463267E9,1.545185744E9,1.590837667E9,1.64545564E9,2.1632109E8,2.91316903E8,3.42069082E8,4.30016312E8,5.77953929E8,1.1128751977E10,1.1493868548E10,1.1657697884E10,1.1822285251E10,1.2092057114E10,2.13466721E8,3.53240691E8,4.20272878E8,4.84763735E8,3.92849588504E11,1.03432355E8,1.04849568E8,1.05106607E8,1.06274767E8,1.11735086E8,5442097.0,7244320.0,7351744.0,7558778.0,1.1805388E7,1489946.0,1547780.0,1604150.0,1547780.0,1777272.0,335.05,466.8,238.05,778.5,0.0,570.7,207.05,235.4,334.9,0.0,5032.05,0.0,2023.4,2925.95,1687.85,335.1,0.0
70,350,4301.0,4588.0,4688.0,4952.0,5192.0,4301.0,4588.0,4688.0,4952.0,5192.0,4301.0,4588.0,4688.0,4952.0,5192.0,4301.0,4588.0,4688.0,4952.0,5192.0,167420.0,170972.0,175066.0,177884.0,186734.0,1.630838804E9,1.654654224E9,1.676773196E9,1.687197452E9,1.708994305E9,2.5848084E8,2.94371755E8,3.93228775E8,4.27205154E8,7.49467814E8,1.212390504E10,1.2490255002E10,1.2747667753E10,1.2876956519E10,1.3264991429E10,1.90596162E8,3.19339785E8,3.58432139E8,4.48216038E8,6.25343894E8,1.09844276E8,1.10671242E8,1.11179639E8,1.12888455E8,1.15842947E8,6583222.0,7515737.0,7637865.0,8306368.0,1.0248259E7,1544421.0,1616520.0,1655809.0,1616520.0,4683091.0,345.5,480.9,244.95,836.6,0.0,604.0,229.85,258.05,345.2,0.0,785.5,0.0,578.2,205.5,232.8,344.7,0.0
