m,n,minGiftSolvercmax,openGiftSolvercmax,meanGiftSolvercmax,closedGiftSolvercmax,maxGiftSolvercmax,minDistributedGiftSolvercmax,openDistributedGiftSolvercmax,meanDistributedGiftSolvercmax,closedDistributedGiftSolvercmax,maxDistributedGiftSolvercmax,minSwapSolvercmax,openSwapSolvercmax,meanSwapSolvercmax,closedSwapSolvercmax,maxSwapSolvercmax,minDistributedSwapSolvercmax,openDistributedSwapSolvercmax,meanDistributedSwapSolvercmax,closedDistributedSwapSolvercmax,maxDistributedSwapSolvercmax,minLpSolvercmax,openLpSolvercmax,meanLpSolvercmax,closedLpSolvercmax,maxLpSolvercmax,minGiftSolverTime,openGiftSolverTime,meanGiftSolverTime,closedGiftSolverTime,maxGiftSolverTime,minDistributedGiftSolverTime,openDistributedGiftSolverTime,meanDistributedGiftSolverTime,closedDistributedGiftSolverTime,maxDistributedGiftSolverTime,minSwapSolverTime,openSwapSolverTime,meanSwapSolverTime,closedSwapSolverTime,maxSwapSolverTime,minDistributedSwapSolverTime,openDistributedSwapSolverTime,meanDistributedSwapSolverTime,closedDistributedSwapSolverTime,maxDistributedSwapSolverTime,minLpSolverTime,openLpSolverTime,meanLpSolverTime,closedLpSolverTime,maxLpSolverTime,minLpSolverPreTime,openLpSolverPreTime,meanLpSolverPreTime,closedSolverPreTime,maxLpSolverPreTime,minLpSolverPostTime,openLpSolverPostTime,meanLpSolverPostTime,closedLpSolverPostTime,maxLpSolverPostTime,gift4gift,gift4swap,swap4swap,nbPropose4gift,nbCounterPropose4gift,nbAccept4gift,nbReject4gift,nbWithdraw4gift,nbConfirmGift4gift,nbConfirmSwap4Swap,nbInform4gift,nbPropose4swap,nbCounterPropose4swap,nbAccept4swap,nbReject4swap,nbWithdraw4swap,nbConfirmGift4swap,nbConfirmSwap4swap,nbInform4swap
42,210,19.0,20.0,21.0,23.0,27.0,19.0,20.0,21.0,23.0,27.0,18.0,20.0,21.0,23.0,27.0,19.0,20.0,22.0,23.0,27.0,23.0,25.0,27.0,29.0,32.0,1.34695608E8,1.93903157E8,2.18370946E8,2.58202186E8,3.26048985E8,4.302814E7,7.7088659E7,8.6534332E7,1.01164625E8,1.15180704E8,8.15170264E8,1.030709001E9,1.261526938E9,1.387748995E9,1.736322559E9,3.783927E7,8.6808585E7,9.0141991E7,1.01414765E8,1.36613096E8,7278267.0,7413897.0,7501249.0,7975490.0,1.0532665E7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63.1,67.8,4.5,106.1,0.0,39.45,66.65,2.1,37.35,0.0,0.0,102.4,1.75,37.8,64.6,1.75,34.75,1.3,0.0
44,220,18.0,19.0,20.0,21.0,24.0,18.0,19.0,21.0,21.0,24.0,18.0,19.0,19.0,21.0,23.0,18.0,19.0,21.0,21.0,24.0,21.0,25.0,26.0,28.0,30.0,1.7736754E8,2.21565713E8,2.60931032E8,2.86975755E8,4.2060658E8,7.9054987E7,9.4605276E7,1.07093506E8,1.13730061E8,1.51398611E8,1.279719959E9,1.429577126E9,1.58323685E9,1.796955532E9,2.039891097E9,5.3743287E7,9.8899766E7,1.02394975E8,1.13545597E8,1.41121796E8,7316481.0,8249617.0,8349952.0,8797602.0,1.1473005E7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73.3,79.75,5.15,116.4,0.0,42.6,73.8,1.85,40.75,0.0,0.0,110.6,2.1,43.9,66.7,1.65,40.65,1.6,0.0
46,230,18.0,19.0,20.0,21.0,24.0,18.0,19.0,21.0,23.0,26.0,18.0,19.0,20.0,21.0,24.0,19.0,19.0,21.0,22.0,25.0,21.0,25.0,26.0,27.0,31.0,2.46064161E8,2.70002442E8,3.01743268E8,3.36541448E8,3.76171624E8,7.0138223E7,9.4682096E7,1.15475541E8,1.22634654E8,2.02129353E8,1.478215766E9,1.735542629E9,1.803317136E9,2.098968658E9,2.420475319E9,5.450627E7,9.4842206E7,1.1115972E8,1.20234432E8,1.42620244E8,8516954.0,9051335.0,9335777.0,1.0084542E7,1.1969676E7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,77.5,80.2,6.1,123.95,0.0,45.7,78.25,2.15,43.55,0.0,0.0,121.55,2.7,42.15,79.4,1.55,38.3,2.3,0.0
48,240,17.0,19.0,20.0,22.0,23.0,17.0,19.0,20.0,22.0,22.0,17.0,19.0,19.0,20.0,23.0,17.0,19.0,20.0,22.0,23.0,22.0,23.0,24.0,26.0,32.0,2.55800836E8,3.05028872E8,3.49992548E8,3.79171299E8,4.52505746E8,8.4223609E7,9.9951849E7,1.12537951E8,1.37950656E8,1.73676096E8,1.545817041E9,1.798401047E9,1.963854849E9,2.397149661E9,2.761468015E9,6.3147544E7,1.02499846E8,1.19930524E8,1.34625061E8,1.67447171E8,9830988.0,1.002351E7,1.0281298E7,1.0608883E7,1.3042985E7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,76.7,79.45,4.45,120.9,0.0,42.9,78.0,1.15,41.75,0.0,0.0,119.8,1.85,44.25,75.55,2.05,40.9,1.3,0.0
50,250,16.0,18.0,19.0,19.0,25.0,17.0,18.0,19.0,19.0,25.0,17.0,18.0,19.0,19.0,23.0,16.0,18.0,19.0,21.0,25.0,21.0,23.0,24.0,25.0,28.0,2.80121269E8,3.29125769E8,3.77744876E8,4.60645431E8,5.18570238E8,6.5602156E7,9.8346151E7,1.10682289E8,1.38785898E8,1.70840521E8,1.51525072E9,1.977877159E9,2.21676294E9,2.602869485E9,3.202345729E9,8.24915E7,1.12918172E8,1.27608558E8,1.42720817E8,1.82968721E8,1.0260246E7,1.1023238E7,1.1307833E7,1.2002014E7,1.4780247E7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80.5,82.45,4.75,129.85,0.0,47.15,82.7,1.8,45.35,0.0,0.0,129.85,1.9,48.6,81.25,2.25,44.9,1.45,0.0
52,260,17.0,18.0,19.0,19.0,22.0,17.0,18.0,19.0,20.0,22.0,17.0,17.0,18.0,19.0,21.0,17.0,18.0,18.0,19.0,21.0,20.0,22.0,23.0,25.0,30.0,2.71051904E8,3.43008928E8,4.25078992E8,4.61368979E8,5.25548087E8,8.5165794E7,1.19114256E8,1.47777702E8,1.65186345E8,2.12511634E8,1.561925307E9,2.047984697E9,2.338900152E9,2.549375145E9,3.777696481E9,6.0396719E7,1.04640537E8,1.18705197E8,1.44034189E8,1.68845207E8,1.2034855E7,1.2126824E7,1.2396631E7,1.3069502E7,2.5098834E7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74.2,78.0,5.5,136.25,0.0,48.55,87.7,1.1,47.45,0.0,0.0,125.85,2.4,44.35,81.5,2.0,40.4,1.95,0.0
54,270,17.0,18.0,18.0,20.0,25.0,17.0,17.0,18.0,20.0,25.0,16.0,17.0,18.0,20.0,25.0,15.0,18.0,19.0,20.0,25.0,19.0,21.0,22.0,25.0,26.0,3.42517889E8,3.80674991E8,4.72815788E8,5.05474889E8,6.41811784E8,1.01628362E8,1.09946141E8,1.31545509E8,1.63768994E8,2.24259786E8,2.180120685E9,2.553484071E9,2.765289379E9,3.017456379E9,3.408948668E9,7.8005676E7,1.09347354E8,1.26236238E8,1.63434431E8,2.12085884E8,1.2779139E7,1.3081999E7,1.3459479E7,1.524991E7,2.472505E7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80.0,86.75,4.85,140.95,0.0,46.45,94.5,2.25,44.2,0.0,0.0,128.6,2.3,45.15,83.45,1.45,41.85,1.85,0.0
56,280,15.0,16.0,17.0,18.0,20.0,16.0,16.0,17.0,18.0,20.0,15.0,16.0,17.0,18.0,20.0,16.0,16.0,17.0,18.0,20.0,18.0,21.0,22.0,24.0,28.0,3.61647984E8,4.45268432E8,4.98439449E8,5.59443308E8,7.33632062E8,9.6566989E7,1.23747344E8,1.37957684E8,1.79575605E8,2.15747293E8,2.079145902E9,2.765955652E9,3.046517639E9,3.409554414E9,4.081851507E9,7.9443899E7,1.30004129E8,1.64690331E8,1.75513429E8,2.18790165E8,1.2268537E7,1.4089996E7,1.4208112E7,1.5504545E7,1.9410868E7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,81.2,81.1,4.8,137.15,0.0,46.7,90.45,1.6,45.1,0.0,0.0,134.0,1.9,47.0,87.0,2.15,43.25,1.6,0.0
58,290,15.0,16.0,17.0,19.0,25.0,15.0,16.0,17.0,19.0,25.0,15.0,16.0,17.0,18.0,19.0,15.0,16.0,17.0,19.0,25.0,17.0,20.0,21.0,23.0,27.0,3.97855683E8,4.52772753E8,5.42516375E8,6.27702311E8,9.45763651E8,1.04531841E8,1.35041149E8,1.45128221E8,1.7618621E8,2.22494407E8,2.397683934E9,3.186890679E9,3.435721442E9,3.778030085E9,5.01325631E9,1.01444185E8,1.30159744E8,1.45146659E8,1.64929032E8,1.90643469E8,1.492146E7,1.5221242E7,1.5354055E7,1.5598302E7,2.5558196E7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,91.2,98.9,5.3,147.95,0.0,50.45,97.5,1.7,48.75,0.0,0.0,144.35,1.95,50.3,94.05,2.3,46.35,1.65,0.0
60,300,14.0,16.0,16.0,17.0,18.0,14.0,16.0,16.0,17.0,19.0,14.0,15.0,16.0,17.0,18.0,14.0,16.0,16.0,17.0,19.0,18.0,19.0,21.0,22.0,23.0,4.33105407E8,5.72987534E8,6.3683743E8,7.00347653E8,8.94747472E8,1.06240256E8,1.35040996E8,1.66910539E8,1.86388398E8,2.43350301E8,2.418566113E9,3.440726534E9,3.642850551E9,4.173352039E9,4.912889673E9,9.6531219E7,1.3143826E8,1.49661899E8,1.87969626E8,2.07667986E8,1.4040463E7,1.6303427E7,1.655068E7,1.731732E7,2.6511241E7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,88.0,90.65,6.05,146.85,0.0,51.6,95.25,1.4,50.2,0.0,0.0,147.15,1.95,48.75,98.4,2.15,45.15,1.45,0.0
62,310,15.0,16.0,16.0,17.0,18.0,15.0,16.0,16.0,17.0,20.0,14.0,15.0,16.0,17.0,20.0,15.0,16.0,16.0,17.0,20.0,18.0,19.0,20.0,22.0,26.0,4.31804451E8,5.64700265E8,6.46019917E8,6.91901631E8,1.025513552E9,9.5794657E7,1.4214262E8,1.56855746E8,1.70262856E8,2.90870311E8,2.572563928E9,3.479736102E9,3.966940257E9,4.233825456E9,5.516095151E9,8.5315924E7,1.3289248E8,1.60013101E8,1.98797127E8,3.17708148E8,1.6174662E7,1.773193E7,1.788438E7,1.8932916E7,1.961671E7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,82.0,82.35,4.95,143.45,0.0,46.5,96.95,1.1,45.4,0.0,0.0,143.35,1.7,46.65,96.7,2.0,43.1,1.55,0.0
64,320,14.0,15.0,16.0,17.0,18.0,13.0,15.0,16.0,17.0,21.0,13.0,15.0,16.0,17.0,19.0,13.0,15.0,16.0,17.0,17.0,16.0,19.0,20.0,21.0,26.0,5.40043082E8,6.40298023E8,7.16791651E8,7.90399152E8,9.7809806E8,1.16538934E8,1.48510885E8,1.84637814E8,2.43176677E8,4.15079566E8,3.000966945E9,3.614144054E9,3.868279491E9,4.638801503E9,4.971573291E9,1.06859008E8,1.51106917E8,1.80295892E8,2.08299944E8,2.78930791E8,1.8398184E7,1.8888936E7,1.9362422E7,2.1437638E7,3.1606267E7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90.1,83.7,4.9,147.3,0.0,46.85,100.45,1.55,45.3,0.0,0.0,149.3,2.1,52.0,97.3,0.7,49.35,1.95,0.0
66,330,13.0,15.0,16.0,17.0,17.0,13.0,15.0,16.0,17.0,18.0,13.0,14.0,15.0,17.0,17.0,13.0,15.0,16.0,17.0,18.0,16.0,19.0,19.0,21.0,22.0,5.29054193E8,6.71707087E8,7.47082107E8,8.11161087E8,8.71825757E8,1.02919989E8,1.37147881E8,1.76898577E8,2.20561356E8,3.2348785E8,3.125144984E9,3.787114552E9,4.700937224E9,4.907353731E9,6.335646799E9,1.21855545E8,1.50251802E8,1.77452915E8,2.07231749E8,2.89085705E8,1.8942116E7,1.9874864E7,2.0227822E7,2.0600502E7,2.927701E7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,82.7,91.65,6.15,163.85,0.0,47.1,116.75,2.0,45.1,0.0,0.0,154.55,1.7,50.55,104.0,1.75,47.35,1.45,0.0
68,340,13.0,14.0,15.0,16.0,19.0,14.0,15.0,15.0,16.0,19.0,13.0,14.0,15.0,16.0,17.0,14.0,14.0,15.0,17.0,17.0,17.0,18.0,19.0,21.0,23.0,5.39344388E8,7.09343497E8,8.50845409E8,9.49160756E8,1.143742948E9,1.1144828E8,1.68898528E8,2.01470987E8,2.36744257E8,2.6927391E8,3.489983412E9,4.538737085E9,5.219500002E9,5.951064123E9,6.758151621E9,1.05821861E8,1.65419444E8,1.90895405E8,2.16806178E8,2.44757678E8,2.0168272E7,2.1310176E7,2.1564185E7,2.1833491E7,2.4252476E7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90.4,91.15,4.85,163.9,0.0,51.45,112.45,1.75,49.7,0.0,0.0,165.3,1.55,53.55,111.75,1.95,50.35,1.25,0.0
70,350,13.0,14.0,15.0,15.0,16.0,13.0,14.0,15.0,15.0,16.0,13.0,14.0,14.0,15.0,15.0,13.0,14.0,15.0,15.0,16.0,15.0,17.0,19.0,20.0,23.0,6.05206862E8,8.18614882E8,8.54460005E8,1.029356002E9,1.418851433E9,1.35729671E8,1.78966342E8,1.92456981E8,2.18849646E8,2.8491428E8,3.354711019E9,4.663374998E9,5.283554243E9,5.88178937E9,7.9542504E9,1.29258889E8,1.58668166E8,1.86683196E8,2.25194036E8,3.46803315E8,1.9610697E7,2.2569911E7,2.3002755E7,2.4728991E7,2.7998299E7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,86.3,88.6,3.9,157.2,0.0,48.55,108.65,1.4,47.15,0.0,0.0,156.35,1.8,47.9,108.45,2.25,44.15,1.5,0.0
72,360,13.0,14.0,14.0,16.0,16.0,13.0,14.0,15.0,16.0,16.0,12.0,14.0,14.0,15.0,16.0,13.0,13.0,15.0,16.0,16.0,17.0,17.0,18.0,19.0,20.0,7.37162908E8,9.01627601E8,9.8056451E8,1.117871204E9,1.220420821E9,1.6602445E8,2.02401696E8,2.46801029E8,2.87057742E8,3.67881584E8,4.188823065E9,5.220050304E9,5.972911655E9,6.635135955E9,7.561744482E9,1.37730895E8,1.71988962E8,2.12681016E8,2.47003699E8,4.49845265E8,2.2557633E7,2.3967396E7,2.6036641E7,2.7595746E7,3.2677949E7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,91.4,100.0,4.1,166.1,0.0,52.25,113.85,0.8,51.45,0.0,0.0,173.65,1.6,53.0,120.65,1.65,49.95,1.4,0.0
74,370,13.0,14.0,15.0,15.0,16.0,13.0,14.0,15.0,15.0,16.0,13.0,13.0,15.0,15.0,16.0,13.0,14.0,15.0,15.0,15.0,15.0,17.0,18.0,19.0,24.0,6.79677288E8,9.33383321E8,1.020486632E9,1.06918067E9,1.418876956E9,1.71400224E8,1.97214465E8,2.22139522E8,2.46411468E8,3.18737981E8,4.002553467E9,5.781498812E9,6.089326661E9,6.826026193E9,8.518179771E9,1.10357607E8,1.93285044E8,2.08677104E8,2.52029165E8,4.94358346E8,2.2588925E7,2.5584411E7,2.5800535E7,2.6685075E7,3.2063347E7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90.9,95.25,4.95,167.0,0.0,52.3,114.7,1.85,50.45,0.0,0.0,162.45,2.1,49.3,113.15,1.65,45.9,1.75,0.0
76,380,13.0,13.0,14.0,15.0,16.0,13.0,13.0,14.0,15.0,16.0,13.0,13.0,14.0,14.0,16.0,12.0,13.0,14.0,14.0,16.0,15.0,16.0,17.0,18.0,22.0,7.72211195E8,9.92287513E8,1.054573537E9,1.243934848E9,1.582896634E9,1.613912E8,2.00385718E8,2.48531104E8,2.76611213E8,3.40795824E8,4.7304527E9,5.912344528E9,6.445667474E9,7.25287165E9,8.529709912E9,1.67046445E8,2.16661728E8,2.34591624E8,2.77226578E8,3.93380205E8,2.5044695E7,2.6923284E7,2.7195423E7,2.8043053E7,3.1522729E7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,95.5,98.35,4.55,178.0,0.0,53.55,124.45,2.6,50.95,0.0,0.0,176.5,1.75,55.2,121.3,2.0,51.8,1.4,0.0
78,390,12.0,13.0,14.0,14.0,16.0,12.0,13.0,14.0,15.0,16.0,12.0,13.0,14.0,15.0,16.0,12.0,13.0,14.0,15.0,16.0,15.0,16.0,17.0,18.0,21.0,9.29074764E8,1.013182288E9,1.202256414E9,1.285618279E9,1.725932598E9,1.61889812E8,2.10268825E8,2.26046971E8,2.55372019E8,4.03848559E8,5.156923683E9,6.245808471E9,7.266280934E9,8.246473469E9,9.027769588E9,1.57179183E8,1.9903274E8,2.22179623E8,2.9199307E8,3.87658227E8,2.4878161E7,2.8261541E7,2.8734571E7,2.887425E7,3.1280883E7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,97.7,100.05,5.25,182.8,0.0,54.05,128.75,1.45,52.6,0.0,0.0,178.5,1.75,53.5,125.0,1.3,50.65,1.55,0.0
80,400,12.0,13.0,13.0,14.0,15.0,12.0,13.0,13.0,14.0,15.0,12.0,13.0,13.0,13.0,15.0,12.0,13.0,13.0,14.0,15.0,15.0,16.0,17.0,19.0,21.0,8.46359858E8,1.0835928E9,1.259655076E9,1.356456009E9,1.665794915E9,1.62565736E8,1.9095663E8,2.62196161E8,3.04977067E8,3.62752075E8,5.536821956E9,6.394024376E9,7.442580688E9,8.933113767E9,1.0263067733E10,1.72783622E8,2.13516972E8,2.55770162E8,3.08635046E8,3.54669534E8,2.8517704E7,3.0153844E7,3.0604298E7,3.1610515E7,3.7833721E7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,97.0,95.6,5.3,195.55,0.0,49.75,145.8,3.1,46.65,0.0,0.0,178.45,1.7,52.35,126.1,1.55,49.25,1.55,0.0
82,410,12.0,12.0,13.0,13.0,16.0,12.0,12.0,13.0,14.0,16.0,12.0,12.0,13.0,13.0,15.0,11.0,12.0,13.0,13.0,16.0,14.0,15.0,16.0,18.0,25.0,9.29880713E8,1.120828182E9,1.321233505E9,1.474901247E9,1.859705151E9,1.87549036E8,2.16266752E8,2.4135758E8,2.88802087E8,4.5905206E8,6.334868187E9,7.008480708E9,7.819557309E9,8.53629567E9,1.0952649871E10,1.82146491E8,2.23159205E8,2.69838733E8,3.60711154E8,5.0205421E8,2.8922077E7,3.1701445E7,3.2068233E7,3.3070583E7,4.0060588E7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,93.0,97.7,4.8,186.9,0.0,54.05,132.85,1.65,52.4,0.0,0.0,185.3,1.8,55.0,130.3,1.7,51.85,1.45,0.0
84,420,12.0,13.0,13.0,13.0,14.0,12.0,13.0,13.0,13.0,14.0,12.0,12.0,13.0,13.0,14.0,12.0,13.0,13.0,14.0,14.0,14.0,15.0,16.0,17.0,18.0,1.100533973E9,1.374411239E9,1.520876163E9,1.696948563E9,1.860623088E9,1.73542246E8,2.29727709E8,2.61636719E8,2.95335966E8,4.16426247E8,5.720499308E9,7.55798676E9,8.829068796E9,9.524665911E9,1.5430821318E10,1.60364948E8,2.34351736E8,2.68256115E8,2.76613023E8,4.20181132E8,3.0710568E7,3.3424683E7,3.4033087E7,3.5765103E7,4.2302852E7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,98.4,103.75,4.95,188.55,0.0,53.05,135.5,1.55,51.5,0.0,0.0,193.9,2.05,55.65,138.25,2.1,51.65,1.9,0.0
86,430,11.0,12.0,13.0,14.0,16.0,12.0,12.0,13.0,14.0,16.0,11.0,12.0,13.0,14.0,16.0,11.0,12.0,13.0,14.0,16.0,13.0,15.0,16.0,18.0,20.0,1.063555973E9,1.274574399E9,1.403225518E9,1.580909855E9,1.82341138E9,1.9161756E8,2.3615241E8,2.86830733E8,3.44665002E8,7.05410363E8,5.822155877E9,7.268063232E9,7.905464027E9,9.384623731E9,1.1827841093E10,1.65246102E8,2.40375489E8,2.75249826E8,3.10740934E8,5.06310279E8,3.1093064E7,3.4983693E7,3.5335692E7,3.6853402E7,3.7834655E7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,93.6,98.55,3.55,188.75,0.0,53.85,134.9,2.3,51.55,0.0,0.0,194.1,1.3,56.05,138.05,2.0,52.9,1.15,0.0
88,440,11.0,12.0,13.0,14.0,16.0,11.0,12.0,13.0,14.0,16.0,11.0,12.0,13.0,14.0,16.0,11.0,12.0,13.0,14.0,16.0,14.0,15.0,16.0,18.0,20.0,1.249475077E9,1.444489199E9,1.527318704E9,1.840523944E9,1.92958627E9,1.98800135E8,2.60181446E8,3.04528237E8,3.29519783E8,4.62449524E8,6.844350686E9,7.414012447E9,9.603000958E9,1.0543017073E10,1.2037919412E10,1.64569933E8,2.3653916E8,3.06298509E8,3.36408034E8,3.60487901E8,3.1084233E7,3.384119E7,3.6827149E7,3.8414925E7,4.3193316E7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,102.1,103.75,5.05,198.1,0.0,56.35,141.75,1.4,54.95,0.0,0.0,197.1,2.15,56.9,140.2,3.1,52.15,1.65,0.0
